,PRN,Y,M,D,H,min,sec,af0,af1,af2,IODE,Crs,deltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,L2_codes,GPSWeek,L2_dataflag,SV_acc,SV_health,TGD,IODC,msg_trans_t,fit_int
111,4.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.00012120464816690001,-4.433786671143e-12,0.0,38.0,-5.0625,4.469829043464001e-09,-2.897555146185,-2.2910535335539999e-07,0.0008009548764676,1.108832657337e-05,5153.651796341001,360000.0,1.117587089539e-08,-2.342932489731,-1.6763806343080003e-08,0.9601707802470001,170.6875,-2.712481504325,-7.849255524427001e-09,4.5180453375800007e-10,1.0,2117.0,0.0,2.0,0.0,-4.19095158577e-09,38.0,354868.0,4.0
112,5.0,20.0,8.0,6.0,4.0,0.0,0.0,-1.820782199502e-05,-7.958078640513001e-13,0.0,73.0,-101.375,4.6487650682960005e-09,-1.254955861057,-5.1315873861309995e-06,0.006052311277017,6.3292682170869995e-06,5153.7126007080005,360000.0,9.685754776001e-08,2.828599879316,3.911554813385e-08,0.9536266619897001,246.65625000000003,0.8405888311331,-8.228557038144001e-09,-1.800074980348e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,73.0,352818.0,4.0
113,6.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.0003122691996396,-4.433786671143e-12,0.0,24.0,34.25,4.1794598055630004e-09,2.377184059898,1.911073923111e-06,0.001762288971804,2.3059546947479998e-06,5153.586771011,360000.0,-3.725290298462e-09,1.812979314894,4.2840838432310007e-08,0.9802699521782,344.5,-1.08127536083,-8.121052560151e-09,1.63935399996e-10,1.0,2117.0,0.0,2.0,0.0,4.19095158577e-09,24.0,352818.0,4.0
114,7.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.0003438550047576,-8.526512829121e-12,0.0,47.0,22.0625,5.339508126231e-09,1.386149380103,1.2423843145369998e-06,0.0141682215035,5.373731255531e-06,5153.644878387,360000.0,-2.346932888031e-07,-1.317353836092,2.253800630569e-07,0.9523793063523001,276.90625,-2.374318149253,-8.609287182797e-09,8.428922527028e-11,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,47.0,352818.0,4.0
115,9.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.0002657910808921,-6.139089236967e-12,0.0,85.0,-5.75,4.6187640379e-09,-1.631804927568,-1.639127731323e-07,0.001606743317097,1.081265509129e-05,5153.686126709,360000.0,-1.862645149231e-09,-2.391401800832,1.3038516044620001e-08,0.9529600497197,171.0625,1.77766371028,-7.957116743285e-09,4.335894976393e-10,1.0,2117.0,0.0,2.0,0.0,1.396983861923e-09,85.0,352800.0,0.0
116,10.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.00041993521153930004,-1.034550223267e-11,0.0,14.0,-109.31249999999999,4.397683181156001e-09,0.06756626126313,-5.647540092467999e-06,0.00576797220856,6.807968020439e-06,5153.672327042,360000.0,9.685754776001e-08,2.858436792817,8.940696716309e-08,0.9666649676474001,253.125,-2.650121161395,-8.206413258623e-09,-2.057228548969e-10,1.0,2117.0,0.0,2.0,0.0,2.3283064365390003e-09,14.0,352818.0,4.0
117,11.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.00020064599812030003,1.057287590811e-11,0.0,18.0,88.75,5.524872990279001e-09,1.585840875381,4.470348358154e-06,0.01607144216541,4.565343260765e-06,5153.716890334999,360000.0,3.818422555923e-07,1.341841687652,-1.0430812835689999e-07,0.9129983986879999,259.84375,2.020038405016,-8.60107255491e-09,2.507247294057e-10,1.0,2117.0,0.0,2.0,0.0,-1.210719347e-08,18.0,352819.0,4.0
118,12.0,20.0,8.0,6.0,4.0,0.0,0.0,8.426560088992001e-05,-4.888534022029e-12,0.0,40.0,-20.875,4.2291047306160006e-09,0.6865708144760001,-1.0952353477479999e-06,0.007930039311759,9.42125916481e-06,5153.648479462,360000.0,-6.705522537231e-08,-0.2101947789534,7.264316082001e-08,0.977617137495,207.8125,1.167337315851,-7.924615806343e-09,-6.735994866938001e-10,1.0,2117.0,0.0,2.0,0.0,-1.210719347e-08,40.0,352818.0,4.0
119,13.0,20.0,8.0,6.0,4.0,0.0,0.0,3.3247750252490005e-05,3.410605131648e-12,0.0,20.0,11.84375,4.293393122771e-09,-2.684192748751,4.079192876816e-07,0.004303136956878,1.0950490832330001e-05,5153.664485931,360000.0,1.862645149231e-08,-2.247428804374,-3.911554813385e-08,0.9679130547438,171.5,1.048205669014,-7.737465153624001e-09,5.400224941045e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,20.0,352818.0,4.0
120,15.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.00021254690364000002,2.614797267597e-12,0.0,20.0,-15.59375,4.9773501837570005e-09,-2.870430574967,-1.1362135410309998e-06,0.01253032684326,1.223757863045e-05,5153.737133025999,360000.0,7.078051567078001e-08,-2.482735738103,-1.9371509551999997e-07,0.9285932926665,125.0,0.8997686072941001,-7.984975463422001e-09,4.360895934534e-10,1.0,2117.0,0.0,2.0,0.0,-1.071020960808e-08,20.0,352818.0,4.0
121,16.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.000192045699805,-4.888534022029e-12,0.0,23.0,-23.625,4.132314984649e-09,-1.202036685241,-1.2256205081939998e-06,0.01144447526895,9.199604392052e-06,5153.801361084,360000.0,2.849847078323e-07,-0.1913496847681,-3.725290298462e-08,0.9778320942888,210.90624999999997,0.6341269831685,-7.756394513536e-09,-6.164542492224001e-10,1.0,2117.0,0.0,2.0,0.0,-1.071020960808e-08,23.0,356952.0,4.0
122,17.0,20.0,8.0,6.0,4.0,0.0,0.0,0.00030685262754560005,5.570655048359e-12,0.0,76.0,90.90625,3.6794389776880003e-09,-2.110133377948,4.69945371151e-06,0.01328628300689,9.646639227867e-06,5153.7397365570005,360000.0,2.849847078323e-07,0.8238960171362001,6.519258022308e-08,0.9838198999106,207.68749999999997,-1.639132799798,-7.449596019862e-09,5.035924052165e-11,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,76.0,353329.0,4.0
123,18.0,20.0,8.0,6.0,4.0,0.0,0.0,0.0002635549753904,8.526512829121e-12,0.0,199.0,35.3125,4.6666229550060006e-09,2.638397666527,1.8421560525889998e-06,0.0008612179663032001,1.8589198589319998e-06,5153.713954926,360000.0,-1.4901161193850002e-08,1.837419173964,-5.0291419029239996e-08,0.9643511154719001,345.3125,2.631918323357,-8.428922527028e-09,1.596495071856e-10,1.0,2117.0,0.0,2.0,0.0,-8.381903171539e-09,967.0,352818.0,4.0
124,19.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.0001222402788699,5.115907697473e-12,0.0,65.0,86.40625,3.808372919733e-09,0.49855150952870003,4.513189196586999e-06,0.009397004730999001,9.763985872269e-06,5153.695873260001,360000.0,-8.940696716309e-08,0.8694142026141001,-1.862645149231e-07,0.9820433117143001,210.62500000000003,1.688486332233,-7.813539751008e-09,1.107188976008e-11,1.0,2117.0,0.0,2.0,0.0,-1.536682248116e-08,65.0,352818.0,4.0
125,20.0,20.0,8.0,6.0,4.0,0.0,0.0,0.0005271178670228,-1.136868377216e-13,0.0,37.0,-109.78125000000001,5.150214527108e-09,1.59124102681,-5.703419446945e-06,0.005420926376246,5.032867193221999e-06,5153.662958145001,360000.0,3.166496753693e-08,2.725294535228,1.2852251529689998e-07,0.9350697202414001,269.3125,2.688015463411,-8.492496603715001e-09,-2.832260832175e-10,1.0,2117.0,0.0,2.0,0.0,-8.847564458847e-09,37.0,352818.0,4.0
126,21.0,20.0,8.0,6.0,4.0,0.0,0.0,3.236206248403e-05,4.433786671143e-12,0.0,24.0,44.8125,4.925562312298e-09,-0.6354626127457,2.4512410163879996e-06,0.023797774803820004,3.203749656677e-06,5155.0753860469995,360000.0,-3.799796104431e-07,1.745302173218,8.381903171539e-08,0.9536662646450002,320.4375,-1.305056485275,-8.885727269064001e-09,4.253748614275e-10,1.0,2117.0,0.0,2.0,0.0,-1.0244548320769999e-08,24.0,352818.0,4.0
127,22.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.0007664998993278001,3.069544618484e-12,0.0,83.0,-103.375,5.108427072207001e-09,-2.970612768894,-5.420297384261999e-06,0.00686004885938,5.159527063369999e-06,5153.773101807,360000.0,8.381903171539e-08,2.772510658038,6.146728992462001e-08,0.9317942759203,259.5,-1.10999626972,-8.388920860798001e-09,-1.792931825664e-10,1.0,2117.0,0.0,2.0,0.0,-1.8160790204999998e-08,83.0,352824.0,4.0
128,23.0,20.0,8.0,6.0,4.0,0.0,0.0,3.0365306884050003e-05,1.26192389871e-11,0.0,42.0,-114.375,4.501973239542e-09,2.453491467345,-5.953013896942e-06,0.0009144931100309,6.604939699173e-06,5153.638816833,360000.0,1.4901161193850002e-08,2.836540513801,4.656612873077e-08,0.9615688910554001,253.84375,1.682053929715,-8.153196756228001e-09,-2.3143821175910004e-10,1.0,2117.0,0.0,64.0,63.0,-8.381903171539e-09,298.0,352818.0,4.0
129,25.0,20.0,8.0,6.0,4.0,0.0,0.0,3.189966082573e-05,4.6611603465859995e-12,0.0,98.0,-27.125,4.6101920330030006e-09,0.46493425771520003,-1.333653926849e-06,0.009085793979466001,8.733943104744e-06,5153.753660202,360000.0,-3.725290298462e-08,-0.27996979635720004,1.0058283805849999e-07,0.9648958681288001,212.46874999999997,0.9374816405933001,-8.15676833357e-09,-6.968147394166001e-10,1.0,2117.0,0.0,2.0,0.0,5.587935447693e-09,98.0,352818.0,4.0
130,26.0,20.0,8.0,6.0,4.0,0.0,0.0,0.0002563535235822,6.707523425575e-12,0.0,19.0,-35.34375,5.028423739747e-09,-0.119021946999,-1.983717083931e-06,0.004824425675906001,8.100643754005e-06,5153.655187607,360000.0,6.332993507385e-08,-0.31654846103400003,2.793967723846e-08,0.9459134893222001,214.34375,0.2083319853834,-8.321418049035e-09,-6.803854836435e-10,1.0,2117.0,0.0,2.0,0.0,6.984919309616e-09,19.0,352818.0,4.0
131,27.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.0003641564399004,-9.436007530894001e-12,0.0,9.0,84.65625,3.738727105684e-09,-2.032907009251,4.461035132408e-06,0.008308724383824,1.0756775736810002e-05,5153.674360274999,360000.0,-1.3038516044620001e-08,0.7650621772134001,-8.195638656615999e-08,0.977925182692,182.03125,0.5799343927553,-7.568529802882e-09,1.242908970189e-10,1.0,2117.0,0.0,2.0,0.0,1.862645149231e-09,9.0,352800.0,0.0
132,28.0,20.0,8.0,6.0,4.0,0.0,0.0,0.0006923940964043001,-3.865352482535e-12,0.0,70.0,-16.125,4.225533153274e-09,-1.264046771936,-8.009374141693e-07,0.01838092668913,9.283423423766998e-06,5153.666355132999,360000.0,-4.041939973831e-07,-0.18766137424380003,2.495944499969e-07,0.9768667556100001,211.93749999999997,-1.401529707887,-8.031048811132999e-09,-6.307405585903e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,70.0,354828.0,4.0
133,29.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.00016650697216390002,-8.4128259914e-12,0.0,43.0,103.09375,3.6994398108030004e-09,-1.826710340058,5.248934030533e-06,0.001631833962165,1.026876270771e-05,5153.775058746,360000.0,1.862645149231e-09,0.8357701267348001,3.166496753693e-08,0.9855096390494,194.25,2.139618756624,-7.676034023342001e-09,1.017899542459e-10,1.0,2117.0,0.0,2.0,0.0,-1.0244548320769999e-08,43.0,352818.0,4.0
134,30.0,20.0,8.0,6.0,4.0,0.0,0.0,-0.000276674516499,-7.503331289627e-12,0.0,51.0,22.78125,5.650592512716001e-09,1.337479467823,1.3634562492369998e-06,0.004781838855706,4.6566128730769996e-06,5153.604675293,360000.0,7.636845111847e-08,-1.29573513993,8.940696716309e-08,0.9376800942083,277.90625,-2.816071089007,-8.69643366994e-09,8.357490980188e-11,1.0,2117.0,0.0,2.0,0.0,3.725290298462e-09,51.0,352818.0,4.0
135,31.0,20.0,8.0,6.0,4.0,0.0,0.0,-6.034364923835e-05,-2.5011104298759998e-12,0.0,23.0,19.6875,5.188787562401e-09,1.062976233524,1.255422830582e-06,0.009567947359756,4.889443516731e-06,5153.619022369,360000.0,5.4016709327700004e-08,-1.301496959818,7.450580596924e-08,0.9567908645571,280.03125,0.1440810037007,-8.42999400023e-09,2.285809498855e-11,1.0,2117.0,0.0,2.0,0.0,-1.3038516044620001e-08,23.0,352818.0,4.0
136,32.0,20.0,8.0,6.0,4.0,0.0,0.0,0.0003284332342446,5.684341886081e-12,0.0,30.0,-14.375,4.472686305338e-09,-1.338372301356,-6.519258022307999e-07,0.004103921703063,1.154839992523e-05,5153.749074936,360000.0,7.82310962677e-08,-2.38268897528,2.607703208923e-08,0.9570460910969001,153.21875,-2.435789968406,-7.8792567741e-09,4.878774649119e-10,1.0,2117.0,0.0,2.0,0.0,4.656612873077e-10,30.0,352818.0,4.0
137,13.0,20.0,8.0,6.0,5.0,59.0,44.0,3.327196463943e-05,3.410605131648e-12,0.0,74.0,10.03125,4.2794639711370004e-09,-1.636372568891,5.252659320831e-07,0.004303840221837001,1.044385135174e-05,5153.663539886,367184.0,1.0058283805849999e-07,-2.247484200692,-9.313225746155e-09,0.9679166813178001,179.6875,1.048237352893,-7.782467028133001e-09,4.893060958486001e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,74.0,360018.0,4.0
138,22.0,20.0,8.0,6.0,5.0,59.0,44.0,-0.0007664770819247,3.069544618484e-12,0.0,9.0,-103.84374999999999,5.113070122751001e-09,-1.922847111992,-5.174428224564e-06,0.006860075518489,5.479902029037e-06,5153.772861481,367184.0,-2.793967723846e-08,2.772450295112,1.862645149231e-07,0.9317922600192001,257.625,-1.10997147911,-8.534284058615001e-09,-2.1429464051770001e-10,1.0,2117.0,0.0,2.0,0.0,-1.8160790204999998e-08,9.0,360018.0,4.0
139,30.0,20.0,8.0,6.0,5.0,59.0,44.0,-0.0002767276018858,-7.503331289627e-12,0.0,25.0,22.375,5.5898756734510005e-09,2.385340880028,1.2312084436420001e-06,0.004781908472069001,4.855915904045e-06,5153.604948044001,367184.0,-1.639127731323e-07,-1.295798169755,3.725290298462e-09,0.9376817970449001,275.9375,-2.816034821805,-8.543213247947e-09,2.521533537525e-10,1.0,2117.0,0.0,2.0,0.0,3.725290298462e-09,25.0,361770.0,0.0
140,32.0,20.0,8.0,6.0,5.0,59.0,44.0,0.0003284737467766,5.684341886081e-12,0.0,91.0,-9.0625,4.480900933224001e-09,-0.29069266111040004,-3.7625432014469996e-07,0.004103895043954,1.1827796697620003e-05,5153.748355865,367184.0,1.117587089539e-08,-2.382745797944,7.636845111847e-08,0.9570491954091,151.53125,-2.43566809709,-7.957117160155e-09,4.746626287466e-10,1.0,2117.0,0.0,2.0,0.0,4.656612873077e-10,91.0,360018.0,4.0
141,1.0,20.0,8.0,6.0,6.0,0.0,0.0,3.192899748683e-05,2.84217094304e-12,0.0,87.0,39.90625,4.171959493144e-09,-3.130116470875,2.0340085029599997e-06,0.010075638536360001,2.507120370865e-06,5153.702581406,367200.0,-1.6763806343080003e-08,1.82117234371,-1.080334186554e-07,0.9807309557009001,340.28125,0.8171195948024,-8.053192590653e-09,1.8322191764260002e-10,1.0,2117.0,0.0,2.0,0.0,5.122274160385e-09,87.0,360032.0,4.0
142,2.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0004981108941138001,-5.570655048359e-12,0.0,25.0,50.5,4.566261631697001e-09,-2.881765865504,2.7380883693700002e-06,0.01975421223324,2.2258609533309996e-06,5153.751396178999,367200.0,2.4214386939999996e-07,1.743394958141,3.911554813385e-08,0.9596631111006,336.34375,-1.612734823416,-8.008547873879e-09,1.925080187317e-10,1.0,2117.0,0.0,2.0,0.0,-1.769512891769e-08,25.0,360018.0,4.0
143,3.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.00026177987456320003,-1.114131009672e-11,0.0,32.0,-107.74999999999999,4.270177870048e-09,2.057177294172,-5.584210157393999e-06,0.003127230796963,6.493180990218999e-06,5153.778940200999,367200.0,-5.587935447693e-09,2.861385728452,1.862645149231e-09,0.9667312422252,256.21875,0.8177682629192001,-8.12355266429e-09,-2.364384200378e-10,1.0,2117.0,0.0,2.0,0.0,1.862645149231e-09,32.0,360018.0,4.0
144,4.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0001212363131344,-4.433786671143e-12,0.0,39.0,-6.34375,4.3526813066480004e-09,-1.846259049563,-5.420297384261999e-07,0.0008007112191990001,1.122243702412e-05,5153.65328598,367200.0,4.0978193283079996e-08,-2.342989195362,1.3038516044620001e-08,0.9601740922936,161.84375,-2.713583826264,-7.859613098719e-09,4.818057834305e-10,1.0,2117.0,0.0,2.0,0.0,-4.19095158577e-09,39.0,360020.0,4.0
145,5.0,20.0,8.0,6.0,6.0,0.0,0.0,-1.821340993047e-05,-7.958078640513001e-13,0.0,103.0,-96.0625,4.578047836925e-09,-0.20469127382460003,-4.89316880703e-06,0.006053386954591,6.2584877014159995e-06,5153.714939117,367200.0,3.725290298462e-09,2.828540274182,7.264316082001e-08,0.9536249606159001,254.56249999999997,0.8404816460513,-8.31248910568e-09,-1.871506527187e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,103.0,360018.0,4.0
146,6.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0003123013302684,-4.433786671143e-12,0.0,25.0,35.03125,4.231604834755e-09,-2.855946919413,1.836568117142e-06,0.001761831343174,2.745538949966e-06,5153.587749481,367200.0,4.2840838432310007e-08,1.812921127328,-1.4901161193850002e-08,0.9802708460212,339.875,-1.081098643252,-8.138553289126e-09,1.014327965117e-10,1.0,2117.0,0.0,2.0,0.0,4.19095158577e-09,25.0,360896.0,4.0
147,7.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0003439164720476,-8.526512829121e-12,0.0,48.0,22.53125,5.152000315779001e-09,2.436364911304,1.0449439287190002e-06,0.014168374473230001,5.315989255905e-06,5153.644481659,367200.0,-1.322478055954e-07,-1.317415572698,-2.700835466385e-07,0.9523824735699,275.1875,-2.374329122601,-8.165340119191e-09,2.653681965077e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,48.0,365174.0,4.0
148,8.0,20.0,8.0,6.0,6.0,0.0,0.0,-4.351232200861001e-05,-1.364242052659e-12,0.0,9.0,78.21875,4.004095358072e-09,-0.8319446544742001,4.0903687477109995e-06,0.005379870533943,1.0997056961060002e-05,5153.7088241579995,367200.0,8.381903171539e-08,0.7501550463744,-1.2852251529689998e-07,0.9694790280872001,174.78125,-0.060012916784580005,-7.808896700463e-09,-3.535861568541e-11,1.0,2117.0,0.0,2.0,0.0,5.122274160385e-09,9.0,365028.0,4.0
149,9.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.00026583625003700004,-6.139089236967e-12,0.0,35.0,-13.0625,4.574119101849e-09,-0.5822755342046001,-8.586794137954999e-07,0.001606352860108,1.1023133993150001e-05,5153.68406105,367200.0,0.0,-2.391459136981,7.450580596924e-09,0.9529631628094001,167.59375,1.778308997593,-7.962117368433001e-09,4.368039089218e-10,1.0,2117.0,0.0,2.0,0.0,1.396983861923e-09,35.0,360503.0,4.0
150,10.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0004200097173452,-1.034550223267e-11,0.0,15.0,-108.5,4.316965533228e-09,1.117683886672,-5.651265382767e-06,0.005768202710897,6.9197267293929994e-06,5153.67307663,367200.0,-8.754432201385e-08,2.858378733988,9.872019290924e-08,0.9666632648108,249.46875,-2.650058598241,-8.121052560151e-09,-3.217991185107e-10,1.0,2117.0,0.0,2.0,0.0,2.3283064365390003e-09,15.0,360018.0,4.0
151,11.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0002005696296692,1.057287590811e-11,0.0,19.0,112.84375,5.41379696628e-09,2.635805991579,5.995854735374e-06,0.016069626202809998,5.2098184823989995e-06,5153.723615646,367200.0,2.067536115646e-07,1.34178120623,8.195638656615999e-08,0.9130000634888001,249.87499999999997,2.020231880321,-8.46213854544e-09,1.4929192604370003e-10,1.0,2117.0,0.0,2.0,0.0,-1.210719347e-08,19.0,360000.0,0.0
152,12.0,20.0,8.0,6.0,6.0,0.0,0.0,8.423021063209e-05,-4.888534022029e-12,0.0,95.0,-25.34375,4.1737452818150006e-09,1.736682188835,-1.560896635056e-06,0.007930158521049,9.266659617424e-06,5153.649723053,367200.0,-1.4901161193850001e-07,-0.21025211510170003,-1.359730958939e-07,0.9776132870946,209.8125,1.167420212103,-7.753894409397e-09,-5.621662736246e-10,1.0,2117.0,0.0,2.0,0.0,-1.210719347e-08,95.0,360018.0,4.0
153,15.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.00021252827718849999,2.614797267597e-12,0.0,21.0,-9.0625,5.013423114910001e-09,-1.820497405973,-6.984919309616e-07,0.01253296551295,1.0527670383450001e-05,5153.730115891,367200.0,1.825392246246e-07,-2.482793447296,-1.322478055954e-07,0.9285966544522,151.4375,0.8999831881179001,-8.017119659500001e-09,4.6180495031550005e-10,1.0,2117.0,0.0,2.0,0.0,-1.071020960808e-08,21.0,360018.0,4.0
154,16.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.00019208109006290002,-4.888534022029e-12,0.0,24.0,-23.625,4.298750488784e-09,-0.1519402048508,-1.188367605209e-06,0.01144439948257,9.138137102127e-06,5153.801176071,367200.0,5.0291419029239996e-08,-0.1914063611404,1.1362135410309999e-07,0.9778263347803,210.40625,0.6341311305412001,-8.015691028563e-09,-6.528843381104e-10,1.0,2117.0,0.0,2.0,0.0,-1.071020960808e-08,24.0,360018.0,4.0
155,17.0,20.0,8.0,6.0,6.0,0.0,0.0,0.0003068926744163,5.570655048359e-12,0.0,79.0,82.375,3.8865906049070005e-09,-1.059984683085,4.347413778305e-06,0.013285697670650002,9.78447496891e-06,5153.740114212,367200.0,-1.5832483768459998e-07,0.8238411035802001,2.235174179077e-07,0.9838180463934001,207.375,-1.639147361684,-7.897472009688e-09,1.214336270428e-11,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,79.0,360000.0,0.0
156,18.0,20.0,8.0,6.0,6.0,0.0,0.0,0.00026361644268040003,8.526512829121e-12,0.0,200.0,36.5,4.66698011274e-09,-2.594755317997,1.939013600349e-06,0.0008615697734058,2.019107341766e-06,5153.713279724,367200.0,2.607703208923e-08,1.837358483344,-3.911554813385e-08,0.9643522068088001,342.6875,2.632043440888,-8.429636842496e-09,1.4786330195720002e-10,1.0,2117.0,0.0,2.0,0.0,-8.381903171539e-09,968.0,366312.0,4.0
157,19.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.0001222039572895,5.115907697473e-12,0.0,66.0,77.65625,3.874089937739e-09,1.548657409649,3.6787241697309995e-06,0.009397806599736,9.370967745780999e-06,5153.697515488,367200.0,8.940696716309e-08,0.8693580163195,-2.160668373108e-07,0.9820437257202,210.0,1.688541967008,-7.721750350242e-09,3.928734941538e-12,1.0,2117.0,0.0,2.0,0.0,-1.536682248116e-08,66.0,360000.0,0.0
158,20.0,20.0,8.0,6.0,6.0,0.0,0.0,0.0005271174013615,-1.136868377216e-13,0.0,38.0,-107.18749999999999,5.064139513166e-09,2.641330808499,-5.504116415977e-06,0.005420858389698,5.032867193221999e-06,5153.663892746,367200.0,-5.0291419029239996e-08,2.725233372086,1.266598701477e-07,0.9350676633786,264.96875,2.688116886058,-8.467495562321e-09,-2.6858261611550003e-10,1.0,2117.0,0.0,2.0,0.0,-8.847564458847e-09,38.0,360018.0,4.0
159,21.0,20.0,8.0,6.0,6.0,0.0,0.0,3.239419311285e-05,4.433786671143e-12,0.0,25.0,46.40625,5.011637326239e-09,0.4138668889543,2.3059546947479998e-06,0.02379746548831,3.216788172722e-06,5155.074775696,367200.0,-1.8067657947539997e-07,1.745239909962,-3.445893526077e-07,0.9536677670619,321.9375,-1.305059427204,-8.955730184967e-09,4.143029716674999e-11,1.0,2117.0,0.0,2.0,0.0,-1.0244548320769999e-08,25.0,360018.0,4.0
160,23.0,20.0,8.0,6.0,6.0,0.0,0.0,3.0456110835080003e-05,1.26192389871e-11,0.0,43.0,-109.9375,4.422327064816e-09,-2.779851693604,-5.746260285378e-06,0.0009142418857664,6.427988409996e-06,5153.639371872,367200.0,-9.313225746155e-09,2.836481891748,3.3527612686160006e-08,0.961567166275,251.96875,1.682413042456,-8.146410759278e-09,-2.4215294378490004e-10,1.0,2117.0,0.0,64.0,63.0,-8.381903171539e-09,299.0,360018.0,4.0
161,24.0,20.0,8.0,6.0,6.0,0.0,0.0,-1.674238592386e-05,-5.684341886081e-13,0.0,13.0,29.96875,5.549874031673001e-09,-2.848279938384,1.391395926476e-06,0.009856721502729,4.986301064491e-06,5153.636274338,367200.0,-3.725290298462e-09,-1.39078646761,-1.974403858185e-07,0.9356794454789,271.125,0.6700783412583,-8.437137154914e-09,3.160845947635e-10,1.0,2117.0,0.0,2.0,0.0,2.793967723846e-09,13.0,360018.0,4.0
162,25.0,20.0,8.0,6.0,6.0,0.0,0.0,3.193318843842e-05,4.6611603465859995e-12,0.0,104.0,-28.03125,4.596977196838e-09,1.515058330204,-1.5161931514739999e-06,0.009085769765079,8.834525942801999e-06,5153.753763199,367200.0,-2.551823854446e-07,-0.2800290796495,6.519258022308e-08,0.9648914384128,212.875,0.9374907604246,-8.056407010261e-09,-5.650235354982e-10,1.0,2117.0,0.0,2.0,0.0,5.587935447693e-09,104.0,360018.0,4.0
163,26.0,20.0,8.0,6.0,6.0,0.0,0.0,0.0002564014866948,6.707523425575e-12,0.0,20.0,-34.0625,5.119856119701e-09,0.9311484034399999,-1.590698957443e-06,0.004824521252885,7.998198270798e-06,5153.655447006,367200.0,6.519258022308e-08,-0.31660847871110004,2.0489096641539998e-08,0.9459085578254,213.625,0.2083579243839,-8.334275727466e-09,-6.732423289596e-10,1.0,2117.0,0.0,2.0,0.0,6.984919309616e-09,20.0,360018.0,4.0
164,27.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.00036422396078710005,-9.436007530894001e-12,0.0,10.0,86.375,3.86516099947e-09,-0.9827456352775,4.420056939124999e-06,0.00830854778178,1.088716089725e-05,5153.674135208,367200.0,2.346932888031e-07,0.765008254053,2.421438694e-08,0.9779249252184,180.03125,0.579947541463,-7.732822103079001e-09,-5.107355599004e-11,1.0,2117.0,0.0,2.0,0.0,1.862645149231e-09,10.0,360666.0,4.0
165,28.0,20.0,8.0,6.0,6.0,0.0,0.0,0.0006923666223884001,-3.865352482535e-12,0.0,71.0,-24.40625,4.385896975928001e-09,-0.2139090036086,-1.201406121254e-06,0.018379788845780003,9.080395102501e-06,5153.663608551,367200.0,-2.477318048477e-07,-0.1877210993373,-5.587935447693e-08,0.9768623171165001,217.625,-1.401482356154,-8.221056725724999e-09,-5.0644966709e-10,1.0,2117.0,0.0,2.0,0.0,-1.117587089539e-08,71.0,360018.0,4.0
166,29.0,20.0,8.0,6.0,6.0,0.0,0.0,-0.00016656704247000002,-8.4128259914e-12,0.0,44.0,90.0,3.750156209059e-09,-0.7776735112118001,4.610046744347e-06,0.001630932441913,9.916722774506e-06,5153.771408081,367200.0,-5.774199962616e-08,0.8357151356442,3.5390257835390003e-08,0.9855103646567,201.65625,2.140695634029,-7.648890035543e-09,6.535986535788e-11,1.0,2117.0,0.0,2.0,0.0,-1.0244548320769999e-08,44.0,360018.0,4.0
